customer_id,customer_name,industry,region,country,signup_date,acquisition_channel,account_status,plan_name,billing_frequency
CUST0024,"Daniels, Beltran and Anderson",,APAC,India,2024-09-18,Partner,Paused,Basic,Annual
CUST0025 ,Williams Ltd  ,Fintech,emea,Germany,2026-03-12,Paid Search,Active,Basic,Annual
CUST0026,"Calhoun, Anderson and Taylor",Retail,apac,,2025-03-22,Outbound,,Growth,Monthly
CUST0027,Martin-Scott,Education,emea,UK,2024-05-19,Partner,Active,Growth,monthly
CUST0028,Clark PLC,Education,apac,India,2025-10-11,REFERRAL,Active,Growth,Monthly
CUST0029,"Marshall, Foster and Robinson",Manufacturing,APAC,Singapore,2026-01-10,Paid Search,Active,Pro,monthly
CUST0030,Johnson Ltd  ,Healthcare,emea,,2024-05-28,Referral,Active,Basic,Monthly
CUST0031,"kelley, zamora and kelley",Retail,North America,USA,2024-08-24,Referral,ACTIVE ,Growth,Monthly
CUST0032,Davis Inc,SaaS,apac,Singapore,2025-01-23,Outbound, paused ,Basic,Annual
CUST0033,"perez, ellis and gonzalez  ",Fintech,North America,USA,2025-06-08,Referral,Active,Enterprise,Monthly
CUST0034,York-Brown,Healthcare,north america,USA,2026-02-23,Outbound,Active,Pro,Monthly
CUST0035,Cochran Inc,Manufacturing,North America,USA,2024-04-27,REFERRAL,Churned,Pro,annual
CUST0036,Fernandez and Sons,SaaS,North America,Canada,2024-09-11,Partner,active,Basic,annual
CUST0037,Bailey LLC  ,Healthcare,apac,Singapore,2025-06-11,REFERRAL,Churned,Pro,Annual
CUST0038,Merritt-Diaz  ,Fintech,apac,Australia,2025-01-16,Paid Search,,Enterprise,annual
CUST0039,"Stevens, Velez and Robinson",Education,North America,Canada,2025-12-27,Referral,Active,Pro,Monthly
CUST0040,"Davis, Mcdonald and Dixon",Manufacturing,EMEA,UK,2026-03-21,Partner,ACTIVE,Enterprise,annual
CUST0041,Jacobs Ltd  ,SaaS,NA,Canada,2025-12-10,Organic,Active,Basic,Annual
CUST0042 ,"Lewis, Reeves and Fields  ",Education,North America,Canada,2024-11-17,Outbound,,Enterprise,Monthly
CUST0043,Mueller-Alexander,Manufacturing,NA,Canada,2026-01-20,Partner,active,enterprise ,Annual
CUST0044 ,Brown-Anderson,SaaS,APAC,Australia,2024-12-06,REFERRAL,Churned,Basic,Monthly
CUST0045,Wilson-Sims,Education,North America,Canada,2025-07-31,paid search,Active,Pro,monthly
CUST0046,Velez-Long,,emea,UK,2026-02-16,Organic,ACTIVE,Basic,Monthly
CUST0047,Pittman-Gregory,Manufacturing,north america,Canada,2025-08-25,Referral,Active,Growth,Monthly
CUST0048,Sullivan-Harris,SaaS,north america,Canada,2025-04-01,REFERRAL,Active,Basic,Annual
CUST0049,"Freeman, Carr and Howard",Manufacturing,north america,USA,2025-02-23,REFERRAL,active,,monthly
CUST0050,"hall, tanner and cox  ",Retail,apac,Australia,2025-08-30,Partner,Active,Pro,monthly
CUST0051,Smith-Bates,Healthcare,EMEA,UK,2025-05-18,Organic,Churned,Growth,monthly
CUST0052,"Gaines, Morris and Clay",,emea,Germany,2025-05-24,paid search,Active,Pro,Monthly
CUST0053 ,Hart-Gray,Education,EMEA,UK,2024-06-15,paid search,active,Enterprise,Annual
CUST0054 ,Schneider Ltd,SaaS,North America,Canada,2025-08-06,paid search,Active,Growth,Monthly
CUST0055,"Hutchinson, Freeman and Shelton",Manufacturing,emea,UK,2025-12-04,paid search,ACTIVE,Basic,monthly
CUST0056,"Johnson, Kelly and Gray",Education,emea,Germany,2024-08-14,Partner,ACTIVE,Basic,Monthly
CUST0057,"Allen, Mccall and Williams",SaaS,North America,Canada,2026-02-02,Paid Search,Active,Growth,Monthly
CUST0058,Brown LLC,SaaS,emea,Germany,2025-03-24,Paid Search,active,Basic,Annual
CUST0059,"Dalton, Haynes and Patterson",Manufacturing,NA,Canada,2024-07-04,REFERRAL,Active,Growth,annual
CUST0060,"Morgan, Franklin and Bell",Fintech,North America,Canada,2024-09-05,Organic,ACTIVE,Basic,Monthly
CUST0061,"Ramirez, Robles and Nash",Retail,APAC,India,2025-07-13,Organic,active,Pro,monthly
CUST0062,Clark PLC,Fintech,EMEA,Netherlands,2025-05-20,Paid Search,Active,Pro,monthly
CUST0063,"baker, jones and winters  ",,north america,USA,2025-06-17,paid search,Active,Basic,monthly
CUST0064,Alexander-Griffin,SaaS,emea,Germany,2025-09-06,Referral, paused ,Pro,Monthly
CUST0065,Mason Ltd,Healthcare,North America,Canada,2024-06-10,Paid Search,Active,Basic,Monthly
CUST0066,Riley PLC,,apac,Singapore,2024-04-18,Partner,active,Enterprise,Annual
CUST0067,"Davies, Wilson and Carey",Manufacturing,APAC,Singapore,2025-03-21,paid search,ACTIVE,Growth,monthly
CUST0068,"Morgan, Parker and Bartlett",Manufacturing,emea,UK,2026-01-26,Outbound,Active,Pro,Monthly
CUST0069,Tucker-Hill,Fintech,EMEA,Netherlands,2024-11-15,Partner,Active,Pro,Monthly
CUST0070,Freeman-Jordan,Education,NA,USA,2026-01-07,Organic,Churned,,Annual
CUST0071,Romero Ltd,Healthcare,EMEA,Netherlands,2024-08-24,Partner,ACTIVE,Enterprise,Annual
CUST0072,Gilbert Group,SaaS,North America,USA,2025-09-26,REFERRAL,Active,Enterprise,Monthly
CUST0073,"Spence, Adkins and Ryan",Fintech,North America,Canada,2024-09-03,Partner,Active,Growth,monthly
CUST0074,Choi-Mathews,SaaS,North America,USA,2026-02-16,paid search,Active,Basic,Annual
CUST0075,Hunt and Sons,SaaS,north america,Canada,2025-11-03,paid search,Churned,Growth,annual
CUST0076,Reed Ltd  ,Retail,NA,USA,2025-06-16,Paid Search,Active,Enterprise,Monthly
CUST0077,Bailey-Nunez,Retail,EMEA,UK,2024-04-30,Outbound,Active,Growth,Annual
CUST0078,Ryan and Sons,Manufacturing,apac,Singapore,2025-04-18,Partner,active,Enterprise,Monthly
CUST0079,Marshall-Moore,Manufacturing,apac,Singapore,2026-03-27,Paid Search,active,,annual
CUST0080,"Martin, Mcconnell and Crawford",,apac,Australia,2025-01-09,REFERRAL,Active,Basic,Monthly
CUST0081,Greene and Sons,Healthcare,apac,India,2024-07-08,Organic,Churned,Basic,Annual
CUST0082,"Lawrence, Sutton and Smith",SaaS,NA,USA,2026-03-14,Partner,Churned,Growth,Monthly
CUST0083,Hamilton LLC,SaaS,north america,USA,2025-08-10,Organic,ACTIVE,Enterprise,monthly
CUST0084,Acosta Ltd,Education,EMEA,Netherlands,2024-05-10,Referral,Active,Basic,Monthly
CUST0085,Ellison PLC,Retail,emea,Germany,2024-11-25,Partner,Active,Growth,Monthly
CUST0086,Gibson-Franklin,SaaS,North America,Canada,2024-07-12,Partner,Churned,Growth,Annual
CUST0087 ,"Gibson, Brown and Miller",SaaS,NA,Canada,2026-01-30,Paid Search,Active,Growth,Annual
CUST0088,"Howell, Martin and Murray  ",Fintech,NA,Canada,2025-04-16,Paid Search,,Basic,Monthly
CUST0089,Rose-Cook,Manufacturing,North America,Canada,2025-01-14,Outbound,ACTIVE,Basic,annual
CUST0090,"Merritt, Davis and Carpenter",Retail,north america,Canada,2024-12-12,REFERRAL,ACTIVE,Enterprise,Monthly
CUST0091,Jones Group,SaaS,north america,Canada,2025-01-10,Outbound,Paused,Enterprise,Annual
CUST0092,Tran-Zhang  ,Education,north america,Canada,2026-01-04,Organic,ACTIVE,Pro,Monthly
CUST0093,Johnson-Carpenter  ,Fintech,north america,USA,,Referral,Paused,Basic,Monthly
CUST0094,"Walker, Scott and Martin",,emea,Germany,2025-07-11,Organic,Paused,Growth,Annual
CUST0095 ,"Turner, Rivera and Jones",,APAC,Singapore,2024-08-16,Outbound,active,Enterprise,monthly
CUST0096,Baker-Leach,Retail,emea,UK,2024-06-05,Partner,,Basic,Annual
CUST0097 ,Howard PLC  ,Retail,emea,Netherlands,2026-02-21,Referral,Active,Basic,monthly
CUST0098,"Rogers, Shaw and Flores",SaaS,apac,Australia,2024-08-05,paid search,active,Growth,Annual
CUST0099,"Garcia, Shepard and Alexander",Education,emea,Netherlands,2025-05-16,Outbound,Paused,Basic,monthly
CUST0100,"Pacheco, Hendricks and Peterson",Retail,apac,Australia,2024-12-10,Referral,Churned,Growth,Monthly
CUST0101,Morrison-Underwood,Fintech,emea,UK,2026-02-20,Partner,active,Basic,monthly
CUST0102,Harding Group,Fintech,EMEA,UK,2024-07-11,Partner,Active,Basic,Monthly
CUST0103 ,Snow-Molina,Retail,North America,Canada,2025-05-27,REFERRAL,ACTIVE,Enterprise,Monthly
CUST0104,nichols-crawford,Manufacturing,emea,Germany,,Organic,Active,Growth,Annual
CUST0105,"phillips, lewis and jones",SaaS,apac,India,2025-10-28,paid search, paused ,Enterprise,Monthly
CUST0106,Miles-Miles,Education,north america,USA,2024-08-23,Organic,,Basic,monthly
CUST0107,Webb-Watkins,SaaS,apac,India,2025-09-13,Referral,Active,Basic,Monthly
CUST0108,Holmes Ltd,Education,north america,Canada,2025-03-15,Outbound,Active,Pro,monthly
CUST0109 ,"Russell, Whitaker and Gonzalez",SaaS,North America,Canada,2025-05-17,Outbound,Paused,enterprise ,Monthly
CUST0110 ,Howard-Fields,Education,EMEA,Germany,2025-02-14,Outbound,Active,Basic,Monthly
CUST0111,Baker and Sons,SaaS,EMEA,Germany,2025-04-21,Referral,active,Growth,Monthly
CUST0112,"Powell, Jackson and Simmons",Fintech,NA,USA,2025-11-09,paid search,Active,Growth,Monthly
CUST0113,walsh inc,Healthcare,NA,USA,2024-07-20,Paid Search,Active,Pro,Monthly
CUST0114,"Martinez, Campbell and Freeman  ",,north america,Canada,2024-05-25,REFERRAL,Active,Basic,Monthly
CUST0115,York Inc,SaaS,apac,Australia,2025-05-27,Paid Search,Paused,enterprise ,Monthly
CUST0116,Robertson Inc,,EMEA,Germany,2024-09-06,Paid Search,active,Growth,Annual
CUST0117,"Pearson, Franklin and Olson",Education,north america,USA,2024-09-06,REFERRAL,Churned,Growth,monthly
CUST0118,Sanchez-Stewart,Fintech,EMEA,Germany,2025-11-08,REFERRAL,Active,Basic,monthly
CUST0119,"Welch, Brown and Raymond",Healthcare,apac,Australia,2025-12-25,Partner,ACTIVE,Enterprise,monthly
CUST0120,"Newman, Wilson and Singleton",Fintech,EMEA,Germany,2025-04-13,Partner,Paused,Pro,Annual
CUST0121,Martinez-Gentry,Retail,emea,Netherlands,2024-08-05,Referral,Churned,Basic,monthly
CUST0122,"Torres, Smith and Dickerson",SaaS,APAC,Australia,2024-04-27,Referral,Active,Growth,Annual
CUST0123,Wall Group,Healthcare,EMEA,UK,2024-09-21,Outbound,Paused,Basic,Monthly
CUST0124,Taylor-Lee,SaaS,EMEA,UK,2024-10-31,Outbound,Active,Basic,Monthly
CUST0125 ,Gray-Mccormick,,APAC,India,2025-07-21,Partner,Active,Basic,Monthly
CUST0126,west-allen,Retail,North America,Canada,2024-10-11,REFERRAL,,Basic,Monthly
CUST0127,Brown Group,Retail,apac,Singapore,2024-11-30,Referral,Active,Basic,Monthly
CUST0128,Lewis-Davis,SaaS,emea,Netherlands,2026-03-14,Organic,Paused,Basic,monthly
CUST0129,Pope-Rocha,Manufacturing,North America,USA,2025-06-15,paid search, paused ,Enterprise,Annual
CUST0130,Walker-Johnson,Manufacturing,North America,Canada,2025-12-22,paid search,Active,enterprise ,monthly
CUST0131,Noble-Brown,SaaS,emea,UK,2024-05-05,Referral,Active,Growth,monthly
CUST0132,"Pineda, Anthony and Pope  ",Manufacturing,emea,UK,2026-03-01,Partner,Churned,Growth,Annual
CUST0133,Cordova-Park  ,Healthcare,north america,USA,2025-06-12,paid search,Active,Enterprise,monthly
CUST0134,rios-page,Healthcare,EMEA,Netherlands,2025-07-17,Referral,Churned,Growth,monthly
CUST0135,Bates Inc,Retail,NA,USA,2025-06-05,Organic,active,Basic,Annual
CUST0136,Moyer Group,SaaS,north america,Canada,2024-04-24,Outbound,Paused,Growth,Monthly
CUST0137,booth plc  ,Education,APAC,India,2026-03-06,Organic,active,Pro,Monthly
CUST0138,Marks PLC,Fintech,north america,Canada,2024-04-11,Organic,Active,Pro,annual
CUST0139,Herring Group,SaaS,EMEA,Germany,2026-01-27,Partner,Active,Growth,Annual
CUST0140,"Moore, Leon and Griffin  ",Retail,NA,USA,2024-05-29,REFERRAL,Active,Basic,Annual
CUST0141,Smith Group,Healthcare,NA,Canada,2024-04-21,Partner,active,Growth,monthly
CUST0142 ,"Clayton, Jones and Williams",Education,North America,Canada,2024-04-26,Partner,Churned,Growth,Annual
CUST0143,Petersen Ltd,Manufacturing,emea,Germany,2025-08-02,Paid Search,,Growth,monthly
CUST0144,Bond-Miller  ,SaaS,emea,UK,2025-03-05,Partner,active,Pro,Monthly
CUST0145,Brandt-Carey,Education,emea,Netherlands,2024-06-02,REFERRAL,,Growth,Monthly
CUST0146,Perry-James,Retail,emea,Germany,2025-07-15,Partner,Active,Basic,Monthly
CUST0147,Gonzalez-Weber,Healthcare,APAC,India,2026-02-20,Paid Search,Active,Enterprise,monthly
CUST0148,Sanders PLC  ,,emea,Netherlands,2024-08-18,Paid Search,ACTIVE,Pro,Annual
CUST0149,Carlson-Walker,Manufacturing,APAC,Singapore,2026-02-03,Outbound,Active,Pro,monthly
CUST0150,Schmitt Group  ,Healthcare,North America,USA,2025-09-27,Outbound,Active,Basic,Monthly
CUST0151,Rodriguez LLC  ,,APAC,Singapore,2025-09-27,Paid Search,Active,Basic,monthly
CUST0152 ,Rowe Group,Healthcare,APAC,India,2025-08-19,Outbound,Active,Pro,Annual
CUST0153,Lindsey LLC,Retail,EMEA,Netherlands,2024-07-25,paid search,Active,Basic,Monthly
CUST0154,"Campbell, Huffman and Thompson",Manufacturing,NA,Canada,,REFERRAL,Active,Growth,Annual
CUST0155,"Ayers, Freeman and Dixon",Education,apac,Singapore,2025-01-15,Partner,Active,Basic,Annual
CUST0156,Barrett PLC  ,Retail,NA,Canada,2025-10-03,Outbound,Active,Growth,Monthly
CUST0157,Patel-Stevens,Education,north america,Canada,2024-07-20,Outbound,Active,enterprise ,Monthly
CUST0158,Anderson Ltd,Education,EMEA,Netherlands,2025-06-21,Organic,Churned,Growth,Monthly
CUST0159,"warner, morgan and hamilton  ",Retail,emea,UK,2025-12-27,Outbound,ACTIVE,Pro,monthly
CUST0160,Barnes PLC,Manufacturing,apac,India,2025-07-24,Organic,Active,Basic,Monthly
CUST0161,"Nguyen, Wood and Smith",Retail,North America,Canada,2025-03-05,Paid Search,Active,Growth,Monthly
CUST0162,Orr Group,Fintech,EMEA,Netherlands,2025-05-03,Paid Search,active,enterprise ,Annual
CUST0163,Johnston Group,Fintech,North America,USA,2025-05-04,Partner,active,Growth,Monthly
CUST0164,Morris PLC,Manufacturing,APAC,India,2025-01-19,Outbound,active,Enterprise,Monthly
CUST0165,"Robertson, Morgan and Barrett",Fintech,APAC,Singapore,2025-06-08,REFERRAL,Active,enterprise ,annual
CUST0166,"Riley, Terry and Ray",,emea,Germany,2024-06-26,Referral,active,Growth,Annual
CUST0167,Ingram-Kemp,Retail,north america,USA,2025-08-10,Referral,ACTIVE,Basic,Monthly
CUST0168,schmidt llc,Manufacturing,apac,India,,Organic,ACTIVE,Basic,Monthly
CUST0169,"Barron, Ramos and Baker",Education,North America,USA,2025-06-02,paid search,Active,Growth,Monthly
CUST0170,Bush and Sons,Healthcare,emea,Germany,2024-12-14,Referral,Active,Growth,monthly
CUST0171,"Fernandez, Griffin and Myers",Healthcare,emea,Germany,2025-03-01,Partner,active,Growth,Annual
CUST0172,"Miller, Andrews and Page",SaaS,emea,Germany,2025-03-29,Outbound,Paused,enterprise ,Monthly
CUST0173,"Nelson, Olson and Hines",,EMEA,Netherlands,2025-07-01,paid search,Active,Pro,monthly
CUST0174,Wood-Brown,Manufacturing,apac,Australia,2024-11-19,Organic,active,enterprise ,Monthly
CUST0175,Perez-Mitchell,Education,NA,Canada,2026-01-16,paid search,Active,Basic,monthly
CUST0176,"meyer, lee and jones  ",Healthcare,APAC,India,2024-06-03,Organic,ACTIVE,Enterprise,annual
CUST0177,Marks-Curtis,Manufacturing,APAC,Singapore,2026-03-07,paid search,Active,Growth,Monthly
CUST0178,Armstrong-Johnson,,emea,Netherlands,2025-03-13,Partner,Active,Basic,annual
CUST0179,Ramos-Dean,Education,apac,India,2026-01-26,Organic,ACTIVE,Growth,monthly
CUST0180,Allen-Gonzalez,,North America,Canada,2024-10-10,Referral,Active,Growth,Monthly
CUST0181,Johnson-Solomon,Retail,EMEA,Germany,2026-02-26,Organic,active,Growth,monthly
CUST0182,"Lee, Dudley and Kane  ",Retail,north america,USA,2025-08-07,Organic,active,Growth,monthly
CUST0183,Porter Inc,Manufacturing,apac,Australia,2024-05-23,Referral,ACTIVE,Basic,Monthly
CUST0184,Stafford Group,Healthcare,north america,USA,2025-12-11,REFERRAL,Active,Pro,Monthly
CUST0185,Bishop Inc,Healthcare,north america,Canada,2025-07-08,Organic,Active,Pro,annual
CUST0186,Adams-Anderson,Retail,APAC,Singapore,2025-02-27,Outbound,ACTIVE,Basic,monthly
CUST0187,Sims Ltd,,emea,Netherlands,2025-05-19,REFERRAL,,Growth,monthly
CUST0188,Ball LLC,Fintech,APAC,Australia,2025-08-15,Paid Search,,Growth,annual
CUST0189,Barnes-Soto,SaaS,APAC,Australia,2026-03-15,Outbound,Active,enterprise ,Monthly
CUST0190,Adams Group,Education,north america,USA,2025-07-14,Partner,Active,Pro,Monthly
CUST0191,Rhodes Inc,Fintech,north america,,2024-11-06,Paid Search,Active,Pro,Annual
CUST0192,"Hall, Snyder and Pitts",Healthcare,EMEA,Netherlands,2024-11-10,REFERRAL,Active,Basic,monthly
CUST0193,Liu and Sons,Education,NA,Canada,2026-01-17,paid search, paused ,Growth,monthly
CUST0194,"Flores, Wade and Clark",Manufacturing,apac,India,2026-02-21,Organic,Churned,Basic,Monthly
CUST0195,Roberts LLC,Healthcare,APAC,,2026-02-03,REFERRAL,ACTIVE,enterprise ,Monthly
CUST0196 ,"Wagner, Davis and Jimenez",SaaS,EMEA,Netherlands,,Outbound,Churned,Growth,Annual
CUST0197,"Carter, Norris and Lopez  ",SaaS,NA,Canada,2025-01-26,REFERRAL,ACTIVE,Growth,Monthly
CUST0198,Ochoa-Cooper,Education,emea,Germany,2026-03-19,Outbound,active,Pro,Monthly
CUST0199,Booker-Smith,,emea,UK,2025-12-13,paid search,Paused,Enterprise,monthly
CUST0200,Saunders-Jordan,Healthcare,North America,Canada,2024-08-29,Outbound,active,Enterprise,Monthly
CUST0201,Randall-Newton,Manufacturing,emea,Netherlands,,Referral,active,Pro,annual
CUST0202,Roberts PLC,Fintech,north america,Canada,2025-08-05,Organic,,Basic,Monthly
CUST0203,Medina-Johnson  ,SaaS,APAC,Australia,2025-06-18,paid search,Active,Basic,Monthly
CUST0204,"Chavez, Smith and Fuller",Education,North America,USA,2024-08-25,Partner,Active,Basic,Annual
CUST0205,Owens Ltd,SaaS,APAC,Australia,2025-02-23,Paid Search,Churned,Growth,Monthly
CUST0206,Gillespie-Johns  ,Healthcare,North America,Canada,2025-03-23,Paid Search,Paused,Basic,monthly
CUST0207,"Barnes, Sullivan and Phillips",Retail,apac,Australia,2025-12-18,paid search,Active,Basic,Monthly
CUST0208 ,Lloyd-Williams  ,Manufacturing,APAC,Australia,,paid search,ACTIVE,Growth,monthly
CUST0209,Sampson Ltd,SaaS,NA,Canada,2025-06-17,Partner, paused ,Basic,Monthly
CUST0210,Moore PLC,Healthcare,NA,Canada,2025-07-14,REFERRAL,ACTIVE,Basic,Monthly
CUST0211,"Joseph, Ellis and Perez",Healthcare,north america,Canada,2025-10-04,REFERRAL,ACTIVE,Growth,monthly
CUST0212,"Munoz, Thomas and Phillips  ",Manufacturing,emea,Germany,2024-06-02,Outbound,Active,Pro,Annual
CUST0213,Schwartz-Evans,Education,APAC,Australia,2025-06-13,paid search,,Basic,Monthly
CUST0214,Dunn-Foster,Education,NA,USA,2026-01-02,REFERRAL,Active,Growth,Monthly
CUST0215,arnold-prince,Manufacturing,north america,USA,2024-10-08,Organic,active,Growth,Monthly
CUST0216,Benitez Ltd,Education,emea,Germany,2025-09-05,Outbound,Active,Basic,monthly
CUST0217,Hernandez and Sons,Education,EMEA,Netherlands,2024-11-04,paid search,,Basic,Annual
CUST0218,Flores Group,Fintech,north america,Canada,2024-04-22,Referral,Active,Basic,Monthly
CUST0219 ,Gomez Ltd,Manufacturing,APAC,Australia,2024-10-14,Outbound,Active,Pro,Annual
CUST0220,"Boone, Jones and Jacobs",SaaS,APAC,India,2026-03-31,Referral,active,Growth,Annual
CUST0221,Shannon Inc,Healthcare,north america,,2024-08-11,Organic,active,Pro,monthly
CUST0222 ,Jackson-Grant,Manufacturing,NA,Canada,2025-09-16,paid search,active,Enterprise,Monthly
CUST0223 ,Hill and Sons,Fintech,APAC,Australia,2024-07-13,REFERRAL,Active,,monthly
CUST0224,Moore-Boyd  ,SaaS,NA,Canada,2024-07-27,Paid Search,Active,Growth,Annual
CUST0225,Hendricks-Wright  ,Manufacturing,apac,Australia,2024-06-23,Paid Search,ACTIVE,,Monthly
CUST0226,Decker-Murray,Retail,NA,Canada,2026-01-19,REFERRAL,Active,Enterprise,monthly
CUST0227,"manning, cantu and miller",,north america,Canada,2024-06-09,Referral,Active,Growth,Monthly
CUST0228,Hunt-Moore,Healthcare,NA,Canada,2026-01-17,Paid Search,Active,Growth,monthly
CUST0229,Ruiz-Howell,Retail,EMEA,Germany,2025-12-14,Paid Search,active,Pro,monthly
CUST0230 ,"Smith, Cole and Flowers  ",Manufacturing,north america,Canada,2025-02-10,Paid Search,Active,Basic,monthly
CUST0231,Dean-Juarez,Retail,APAC,Australia,2024-08-23,REFERRAL, paused ,Enterprise,Monthly
CUST0232,ruiz-bennett  ,Healthcare,NA,Canada,2024-04-16,Paid Search,active,Growth,annual
CUST0233,Davis Ltd  ,SaaS,emea,UK,2025-08-25,Outbound,Active,Enterprise,Monthly
CUST0234,"Stephens, Walter and Flores",Fintech,North America,Canada,2026-01-20,Organic,Paused,Growth,Monthly
CUST0235,"Anderson, Diaz and Kerr",Healthcare,emea,UK,2025-11-02,Paid Search,Active,Growth,monthly
CUST0236,"Velazquez, Stephenson and Schultz",Education,apac,Singapore,2024-11-06,Organic,Active,Pro,annual
CUST0237,"Miles, Reeves and Martin",SaaS,APAC,Singapore,2025-07-29,Organic,ACTIVE,Growth,Monthly
CUST0238,soto llc,SaaS,APAC,Australia,2025-08-17,REFERRAL,ACTIVE,Enterprise,Monthly
CUST0239,Rhodes-Larson,,EMEA,,2026-03-08,Organic,Active,Enterprise,Annual
CUST0240,Davis-King,SaaS,apac,Australia,2024-05-21,REFERRAL,Active,Growth,Monthly
CUST0241,Brooks-Bell,Healthcare,emea,Germany,2024-04-25,Paid Search,ACTIVE,Basic,monthly
CUST0242,Cox-Tyler,Retail,apac,Australia,2026-02-09,Paid Search,active,Growth,monthly
CUST0243,Lee-Young,SaaS,NA,Canada,2025-07-16,paid search,active,Basic,annual
CUST0244,Lawson Ltd  ,Manufacturing,apac,India,2024-11-24,Paid Search,Active,Pro,Monthly
CUST0245,"Bauer, Garcia and Williams",Education,emea,Germany,2025-02-02,paid search,Active,Pro,Monthly
CUST0246,Nelson-Jackson,Manufacturing,EMEA,UK,2025-01-09,Outbound,,Basic,monthly
CUST0247,Gardner Group,Retail,NA,USA,2025-11-14,Partner,Churned,Growth,Monthly
CUST0248,"Mccarthy, Dean and Richard",Manufacturing,emea,Germany,2025-10-11,Organic,,Pro,Monthly
CUST0249,Campbell-Castro,Healthcare,North America,Canada,2025-11-25,Partner,Paused,enterprise ,monthly
CUST0250,"Jackson, Chavez and Bennett",Healthcare,north america,USA,2025-05-11,Organic,ACTIVE,Basic,Annual
CUST0251,Whitaker-Smith,Manufacturing,apac,India,2025-08-29,Partner,active,enterprise ,Annual
CUST0252,Garcia-Perry,Retail,North America,USA,2024-04-14,Paid Search,active,enterprise ,Monthly
CUST0253,"Mitchell, Perez and Harris",Fintech,North America,Canada,2025-12-08,Outbound,Active,Basic,annual
CUST0254,Brown Group,Retail,NA,Canada,2025-11-13,Referral, paused ,Growth,monthly
CUST0255,davila and sons  ,Education,North America,USA,2025-05-05,Partner,Active,Growth,monthly
CUST0256 ,"Bryant, Blackwell and Davis",Healthcare,emea,Germany,2025-04-15,paid search,Paused,Pro,Monthly
CUST0257,May-Cruz,Education,North America,Canada,2025-12-24,Partner,Active,Growth,Monthly
CUST0258,Wall-Glenn,Education,EMEA,Germany,2025-07-04,paid search,Churned,Pro,Annual
CUST0259,Herrera-Lopez,Fintech,NA,Canada,2026-01-23,Partner,ACTIVE,Pro,annual
CUST0260,"Martinez, Richardson and Fields",Fintech,APAC,Australia,2026-01-23,Organic,Churned,Basic,Annual
CUST0261,"Ramirez, Maxwell and Lane",,NA,USA,2025-06-27,paid search,Active,enterprise ,Monthly
CUST0262,"Gentry, Harris and Downs",SaaS,north america,Canada,2025-03-26,REFERRAL,Active,Basic,Monthly
CUST0263,"taylor, ray and warren",Fintech,North America,,2025-11-13,paid search,Churned,Growth,Annual
CUST0264,Romero and Sons,Manufacturing,apac,India,2025-12-15,paid search,active,Growth,monthly
