subscription_id,customer_id,start_date,end_date,plan_name,mrr,arr,subscription_status,discount_pct,currency
SUB00028,CUST0028,2025-12-27,,Growth,723.55,9058.17,active,0.0,CAD
SUB00029,CUST0029,2025-06-21,,Pro,1837.27,21495.56,Active,0.0,CAD
SUB00030,CUST0030,2024-12-27,,Basic,219.35,2531.22,Active,0.0,CAD
SUB00031,CUST0031,2025-03-18,,Growth,659.81,8266.24,active,,USD
SUB00032,CUST0032,2024-07-11,,Basic,223.09,2653.84,Active,,USD
SUB00033,CUST0033,2025-04-23,,Enterprise,-4290.12,-53578.02,active,0.0,US$
SUB00034,CUST0034,2025-07-26,2026-02-23,Pro,1413.83,17358.7,CANCELLED,5.0,usd
SUB00035,CUST0035,2024-06-02,,Pro,1464.95,16861.06,active,,CAD
SUB00036,CUST0036,2025-12-28,2027-04-16,Basic,294.95,3657.24,cancelled,,Usd
SUB00037,CUST0037,2025-04-24,,Pro,1535.26,18510.58,active,5.0,US$
SUB00038,CUST0038,2025-04-04,,Enterprise,4725.58,57822.36,active,20.0,CAD
SUB00039,CUST0039,2025-08-19,,Pro,1539.34,18254.58,Active,0.0,CAD
SUB00040,CUST0040,2025-02-14,2025-08-29,Enterprise,4455.21,51433.02,CANCELLED,,Usd
SUB00041,CUST0041,2024-07-08,,Basic,304.19,3515.4,Active,0.0,USD
SUB00042,CUST0042 ,2024-09-06,,Enterprise,4028.97,46010.48,Active,5.0,USD
SUB00043,CUST0043,2025-04-14,,enterprise ,295.99,3422.4,active,0.0,cad
SUB00044,CUST0044 ,2026-04-07,,Basic,233.87,2668.84,paused ,0.0,CAD
SUB00045,CUST0045,2025-04-14,,Pro,1458.86,17660.99,active,5.0,Usd
SUB00046,CUST0046,2025-04-07,2025-10-25,Basic,269.11,3110.47,cancelled,5.0,CAD
SUB00047,CUST0047,2024-09-25,2025-03-04,Growth,657.81,8144.19,CANCELLED,10.0,USD
SUB00048,CUST0048,2025-01-20,,Basic,240.47,2932.62,paused ,,usd
SUB00049,CUST0049,2025-05-30,,,749.77,8735.05,active,0.0,USD
SUB00050,CUST0050,2024-10-08,,Pro,1491.64,18221.33,active,,CAD
SUB00051,CUST0051,2024-06-11,,Growth,664.03,7844.71,active,5.0,usd
SUB00052,CUST0052,2024-06-06,,Pro,1419.32,17587.19,Active,10.0,CAD
SUB00053,CUST0053 ,2024-08-14,,Enterprise,4256.24,48699.59,,,
SUB00054,CUST0054 ,2025-12-25,,Growth,868.64,10589.86,Active,15.0,CAD
SUB00055,CUST0055,2025-08-02,,Basic,255.94,3107.76,Active,,cad
SUB00056,CUST0056,2025-06-06,2025-03-23,Basic,281.41,3395.9,Paused,0.0,Usd
SUB00057,CUST0057,2025-11-22,,Growth,649.6,8014.18,Paused,5.0,USD
SUB00058,CUST0058,2025-10-11,,Basic,310.42,3854.26,active,0.0,CAD
SUB00059,CUST0059,2024-08-23,2024-07-07,Growth,-596.51,-7070.86,active,0.0,CAD
SUB00060,CUST0060,2025-08-26,,Basic,287.21,3294.85,active,5.0,USD
SUB00061 ,CUST0061,2026-01-14,,Pro,1873.15,22689.41,active,0.0,USD
SUB00062,CUST0062,2026-03-12,2027-02-25,Pro,-1430.15,-17387.26,cancelled,,CAD
SUB00063,CUST0063,2026-01-13,2025-12-05,Basic,252.29,3055.34,active,15.0,CAD
SUB00064,CUST0064,2025-09-06,,Pro,1479.58,17589.11,active,20.0,CAD
SUB00065,CUST0065,2024-12-27,,Basic,311.94,3671.37,Paused,,USD
SUB00066 ,CUST0066,2025-03-20,,Enterprise,3835.13,46766.35,Active,20.0,CAD
SUB00067,CUST0067,2025-02-23,,Growth,847.76,9794.04,active,20.0,cad
SUB00068,CUST0068,2024-05-18,,Pro,1664.87,19782.71,Active,0.0,USD
SUB00069,CUST0069,2025-04-30,,Pro,1468.64,17003.71,active,10.0,US$
SUB00070,CUST0070,2025-12-20,,,267.81,3176.45,Active,,Usd
SUB00071,CUST0071,2024-12-28,,Enterprise,3620.82,44882.48,,5.0,cad
SUB00072,CUST0072,2025-04-21,,Enterprise,4142.1,49588.2,active,15.0,CAD
SUB00073,CUST0073,2024-12-29,,Growth,697.11,8504.7,active,,CAD
SUB00074,CUST0074,2024-06-01,2024-04-30,Basic,262.5,3187.54,active,15.0,CAD
SUB00075,CUST0075,2026-02-28,2026-10-24,Growth,660.11,7961.76,cancelled,0.0,USD
SUB00076,CUST0076,2024-10-18,2025-05-24,Enterprise,3491.24,42253.45,cancelled,20.0,Usd
SUB00077,CUST0077,2026-02-16,,Growth,671.1,8132.6,Active,5.0,USD
SUB00078,CUST0078,2025-12-27,,Enterprise,4829.82,60320.99,,10.0,USD
SUB00079,CUST0079,2025-11-29,,,265.47,3320.75,,10.0,CAD
SUB00080,CUST0080,2025-04-25,,Basic,252.09,3011.22,active,,USD
SUB00081,CUST0081,2024-12-26,2025-05-27,Basic,270.47,3348.13,cancelled,10.0,
SUB00082,CUST0082,2025-05-20,,Growth,721.49,8571.91,active,0.0,CAD
SUB00083,CUST0083,2026-02-16,2026-12-07,Enterprise,4386.29,52093.06,cancelled,0.0,USD
SUB00084,CUST0084,2024-06-06,,Basic,260.24,3148.41,active,15.0,CAD
SUB00085,CUST0085,2025-08-31,,Growth,605.66,7411.97,active,15.0,US$
SUB00086,CUST0086,2025-01-02,,Growth,691.73,8334.19,active,0.0,USD
SUB00087,CUST0087 ,2025-07-18,,Growth,841.06,10466.09,active,20.0,CAD
SUB00088,CUST0088,2025-08-11,2026-08-30,Basic,271.16,3117.32,cancelled,15.0,USD
SUB00089,CUST0089,2024-06-25,,Basic,280.35,3528.29,active,20.0,Usd
SUB00090,CUST0090,2025-06-05,,Enterprise,4076.25,46520.58,paused ,20.0,USD
SUB00091,CUST0091,2026-02-09,,Enterprise,4972.03,61540.13,active,10.0,USD
SUB00092,CUST0092,2025-04-29,2026-07-08,Pro,1344.88,15637.11,cancelled,,CAD
SUB00093,CUST0093,2023-08-07,,Basic,232.44,2790.27,active,0.0,CAD
SUB00094,CUST0094,2025-05-04,2026-05-13,Growth,762.6,9570.28,cancelled,0.0,USD
SUB00095,CUST0095 ,2024-04-19,,Enterprise,4711.38,58163.36,active,0.0,USD
SUB00096,CUST0096,2024-05-08,,Basic,256.68,2982.97,active,,CAD
SUB00097 ,CUST0097 ,2025-11-28,,Basic,307.74,3608.17,active,5.0,USD
SUB00098,CUST0098,2025-06-16,2026-11-21,Growth,755.68,9410.97,cancelled,20.0,CAD
SUB00099,CUST0099,2024-12-07,,Basic,302.78,3615.63,active,0.0,USD
SUB00100,CUST0100,2025-01-11,2025-08-22,Growth,642.57,7420.36,cancelled,,CAD
SUB00101,CUST0101,2024-11-21,,Basic,217.2,2499.83,active,10.0,CAD
SUB00102,CUST0102,2025-03-19,,Basic,253.58,3017.23,active,0.0,USD
SUB00103,CUST0103 ,2025-01-02,,Enterprise,4948.48,62132.08,active,10.0,USD
SUB00104,CUST0104,2023-09-19,,Growth,653.18,7534.33,active,,USD
SUB00105,CUST0105,2024-11-18,,Enterprise,4651.88,54374.92,paused ,0.0,CAD
SUB00106,CUST0106,2024-04-29,,Basic,286.47,3271.49,active,10.0,US$
SUB00107,CUST0107,2024-06-14,,Basic,295.76,3679.17,active,5.0,usd
SUB00108,CUST0108,2025-08-28,,Pro,1680.46,20303.76,active,15.0,USD
SUB00109,CUST0109 ,2025-09-18,,enterprise ,4568.28,54457.84,active,5.0,CAD
SUB00110,CUST0110 ,2024-11-19,,Basic,260.88,3086.05,Active,0.0,USD
SUB00111,CUST0111,2025-05-19,,Growth,683.2,7845.17,Paused,10.0,CAD
SUB00112,CUST0112,2024-05-22,,Growth,687.56,8178.45,active,0.0,USD
SUB00113,CUST0113,2026-02-06,2025-12-19,Pro,1431.8,17352.21,cancelled,20.0,USD
SUB00114,CUST0114,2024-08-23,,Basic,244.37,2823.53,Active,0.0,usd
SUB00115,CUST0115,2025-06-23,,enterprise ,4234.2,49267.26,active,0.0,USD
SUB00116,CUST0116,2024-12-23,,Growth,770.55,9349.83,active,0.0,USD
SUB00117,CUST0117,2026-01-17,2027-01-18,Growth,650.62,7656.3,cancelled,5.0,USD
SUB00118,CUST0118,2025-04-07,,Basic,229.68,2677.33,active,,usd
SUB00119,CUST0119,2025-02-05,,Enterprise,4781.57,56194.17,active,15.0,usd
SUB00120,CUST0120,2025-10-17,2027-04-08,Pro,1613.75,19711.76,CANCELLED,5.0,USD
SUB00121,CUST0121,2026-03-21,,Basic,235.61,2758.39,active,15.0,CAD
SUB00122,CUST0122,2026-04-07,,Growth,661.94,8149.81,active,,USD
SUB00123,CUST0123,2026-03-19,,Basic,251.09,3129.47,active,,USD
SUB00124,CUST0124,2025-12-12,,Basic,279.67,3381.23,active,0.0,USD
SUB00125,CUST0125 ,2025-03-07,,Basic,243.83,2896.2,active,0.0,usd
SUB00126,CUST0126,2024-09-24,,Basic,287.63,3571.03,active,5.0,CAD
SUB00127,CUST0127,2024-04-08,,Basic,302.82,3747.36,active,0.0,USD
SUB00128,CUST0128,2024-10-12,,Basic,298.37,3675.2,active,15.0,USD
SUB00129,CUST0129,2025-09-03,,Enterprise,3486.04,40708.36,active,5.0,CAD
SUB00130,CUST0130,2025-01-08,,enterprise ,719.71,8794.27,active,20.0,CAD
SUB00131,CUST0131,2025-08-24,,Growth,631.87,7765.92,Active,20.0,USD
SUB00132,CUST0132,2024-04-17,,Growth,835.71,9745.43,active,0.0,US$
SUB00133,CUST0133,2024-06-04,,Enterprise,3702.71,44481.9,Active,5.0,CAD
SUB00134,CUST0134,2025-04-03,,Growth,624.51,7622.28,Active,10.0,USD
SUB00135,CUST0135,2026-02-11,,Basic,253.28,2901.74,,,USD
SUB00136 ,CUST0136,2025-01-14,,Growth,858.78,10589.28,active,0.0,USD
SUB00137,CUST0137,2024-06-07,,Pro,1308.7,15747.69,active,,Usd
SUB00138,CUST0138,2025-06-05,,Pro,1579.65,19870.87,active,20.0,usd
SUB00139,CUST0139,2024-04-08,,Growth,713.21,8298.1,Paused,0.0,USD
SUB00140,CUST0140,2025-08-15,,Basic,217.11,2647.21,Paused,15.0,cad
SUB00141 ,CUST0141,2024-09-14,,Growth,691.6,8053.74,active,10.0,Usd
SUB00142,CUST0142 ,2025-02-16,,Growth,673.79,8289.92,Active,,usd
SUB00143,CUST0143,2026-01-01,,Growth,628.36,7426.33,active,0.0,CAD
SUB00144,CUST0144,2025-10-05,,Pro,1825.7,21322.65,Paused,0.0,usd
SUB00145,CUST0145,2026-01-22,,Growth,801.95,9926.61,paused ,20.0,CAD
SUB00146,CUST0146,2024-04-23,,Basic,258.57,3097.64,,0.0,cad
SUB00147,CUST0147,2024-04-29,2025-08-22,Enterprise,4037.83,47325.35,cancelled,5.0,USD
SUB00148,CUST0148,2026-01-09,2026-07-05,Pro,1817.48,22882.56,CANCELLED,20.0,US$
SUB00149,CUST0149,2025-03-30,,Pro,1449.82,17183.61,paused ,0.0,Usd
SUB00150,CUST0150,2024-12-27,,Basic,296.5,3632.33,,,CAD
SUB00151,CUST0151,2024-09-18,,Basic,224.75,2595.55,active,10.0,CAD
SUB00152,CUST0152 ,2025-12-18,,Pro,1346.2,16116.48,Active,20.0,USD
SUB00153,CUST0153,2025-12-03,2027-03-12,Basic,263.68,3301.74,CANCELLED,,Usd
SUB00154,CUST0154,2023-11-09,,Growth,700.58,8444.42,active,15.0,usd
SUB00155,CUST0155,2025-12-16,,Basic,295.48,3514.28,Active,5.0,usd
SUB00156,CUST0156,2025-10-18,2027-03-22,Growth,710.78,8336.59,CANCELLED,15.0,CAD
SUB00157,CUST0157,2026-02-16,,enterprise ,1843.67,22707.04,active,20.0,Usd
SUB00158,CUST0158,2024-09-09,2025-08-18,Growth,810.03,9849.9,cancelled,,CAD
SUB00159,CUST0159,2025-10-04,,Pro,1316.42,15502.75,Active,0.0,CAD
SUB00160,CUST0160,2024-12-27,,Basic,267.69,3188.51,,10.0,CAD
SUB00161,CUST0161,2024-12-17,,Growth,789.9,9785.91,active,0.0,usd
SUB00162,CUST0162,2024-06-23,,enterprise ,842.43,10295.04,active,0.0,CAD
SUB00163,CUST0163,2026-02-11,2026-09-05,Growth,695.91,8102.19,cancelled,0.0,USD
SUB00164,CUST0164,2025-09-19,2026-03-25,Enterprise,4174.18,49126.82,CANCELLED,5.0,USD
SUB00165,CUST0165,2025-10-10,,enterprise ,842.65,10146.75,active,0.0,USD
SUB00166,CUST0166,2024-07-27,2025-07-26,Growth,844.27,9628.57,cancelled,15.0,USD
SUB00167,CUST0167,2024-05-12,2025-03-05,Basic,259.0,3183.81,CANCELLED,0.0,CAD
SUB00168,CUST0168,2023-10-09,,Basic,247.66,2992.41,Paused,5.0,CAD
SUB00169,CUST0169,2025-04-10,,Growth,828.22,10228.14,Active,15.0,CAD
SUB00170,CUST0170,2025-08-26,,Growth,-719.87,-8260.51,active,20.0,CAD
SUB00171,CUST0171,2024-11-19,,Growth,647.2,7801.89,active,15.0,usd
SUB00172,CUST0172,2026-01-23,2026-12-08,enterprise ,1855.36,23282.1,cancelled,15.0,CAD
SUB00173,CUST0173,2025-05-21,2025-04-13,Pro,1683.4,20222.96,cancelled,0.0,CAD
SUB00174,CUST0174,2024-10-31,2025-12-19,enterprise ,4581.07,57384.58,cancelled,5.0,USD
SUB00175,CUST0175,2026-04-07,,Basic,277.35,3460.46,active,20.0,USD
SUB00176,CUST0176,2025-06-06,,Enterprise,3706.78,44854.64,active,,CAD
SUB00177,CUST0177,2025-10-22,,Growth,645.91,7491.65,Active,15.0,USD
SUB00178,CUST0178,2025-09-06,,Basic,264.31,3278.46,Active,,cad
SUB00179,CUST0179,2025-04-25,,Growth,796.39,9583.04,active,0.0,CAD
SUB00180,CUST0180,2024-10-12,,Growth,822.24,9430.08,active,0.0,
SUB00181,CUST0181,2024-09-09,,Growth,798.74,9836.21,Active,,USD
SUB00182,CUST0182,2024-10-21,,Growth,664.67,7800.28,active,10.0,USD
SUB00183,CUST0183,2024-11-13,,Basic,256.12,3054.3,active,,cad
SUB00184,CUST0184,2025-04-22,,Pro,1507.7,18498.93,Paused,0.0,cad
SUB00185,CUST0185,2025-12-13,2026-05-17,Pro,1282.2,15756.69,cancelled,15.0,USD
SUB00186,CUST0186,2024-08-13,,Basic,258.26,3186.83,Paused,0.0,USD
SUB00187,CUST0187,2024-04-25,,Growth,736.38,8449.47,Active,10.0,usd
SUB00188,CUST0188,2025-10-18,2026-05-31,Growth,702.21,8466.56,CANCELLED,10.0,usd
SUB00189,CUST0189,2025-04-22,,enterprise ,691.94,8178.9,Active,,CAD
SUB00190,CUST0190,2024-06-20,,Pro,1854.76,23069.66,Active,5.0,CAD
SUB00191,CUST0191,2025-12-30,,Pro,1449.03,16980.1,active,0.0,Usd
SUB00192,CUST0192,2024-05-22,,Basic,303.78,3662.28,active,5.0,USD
SUB00193 ,CUST0193,2024-08-10,2025-12-04,Growth,805.5,9901.3,cancelled,,cad
SUB00194,CUST0194,2024-09-12,,Basic,270.07,3267.32,Paused,15.0,USD
SUB00195,CUST0195,2025-03-12,,enterprise ,4397.61,51767.04,active,5.0,USD
SUB00196,CUST0196 ,2023-08-24,2025-02-12,Growth,699.44,8557.62,CANCELLED,0.0,
SUB00197,CUST0197,2024-07-29,,Growth,653.55,7610.09,Paused,15.0,USD
SUB00198,CUST0198,2026-03-02,,Pro,1280.27,15058.75,active,10.0,usd
SUB00199,CUST0199,2025-02-26,,Enterprise,4727.31,59197.61,Paused,20.0,USD
SUB00200,CUST0200,2024-09-13,,Enterprise,4085.83,47633.37,Active,5.0,CAD
SUB00201,CUST0201,2023-11-13,,Pro,1461.18,17082.23,active,10.0,
SUB00202,CUST0202,2025-03-25,,Basic,250.22,2982.98,paused ,,CAD
SUB00203,CUST0203,2024-10-24,,Basic,239.9,2875.7,active,10.0,USD
SUB00204,CUST0204,2026-01-26,,Basic,241.42,2944.48,active,20.0,cad
SUB00205,CUST0205,2025-11-29,,Growth,637.49,7775.9,active,,USD
SUB00206,CUST0206,2024-05-21,2025-07-30,Basic,305.9,3779.97,cancelled,,cad
SUB00207,CUST0207,2024-08-14,,Basic,284.23,3512.33,paused ,10.0,Usd
SUB00208,CUST0208 ,2023-09-21,,Growth,618.3,7405.18,active,,CAD
SUB00209,CUST0209,2025-11-15,,Basic,234.57,2691.61,Paused,0.0,Usd
SUB00210,CUST0210,2025-05-21,,Basic,298.29,3469.47,active,15.0,USD
SUB00211,CUST0211,2024-05-31,2024-04-15,Growth,597.67,7083.0,Paused,,cad
SUB00212,CUST0212,2024-07-03,,Pro,1551.21,19514.93,active,,CAD
SUB00213,CUST0213,2025-07-23,,Basic,289.09,3311.95,active,20.0,usd
SUB00214,CUST0214,2026-02-04,,Growth,676.27,7800.32,Active,10.0,Usd
SUB00215,CUST0215,2024-04-21,,Growth,703.98,8780.55,active,20.0,Usd
SUB00216,CUST0216,2025-11-02,,Basic,257.78,3235.31,active,15.0,CAD
SUB00217,CUST0217,2024-11-07,,Basic,283.4,3509.83,active,15.0,Usd
SUB00218,CUST0218,2025-11-04,,Basic,238.38,2742.41,active,5.0,USD
SUB00219,CUST0219 ,2024-04-21,2025-05-31,Pro,1483.32,18022.72,CANCELLED,5.0,Usd
SUB00220,CUST0220,2024-12-17,,Growth,598.98,7151.78,Active,15.0,cad
SUB00221,CUST0221,2025-05-02,,Pro,1417.03,16319.05,active,10.0,CAD
SUB00222,CUST0222 ,2025-01-02,2026-06-21,Enterprise,3763.62,46043.99,cancelled,5.0,USD
SUB00223,CUST0223 ,2024-06-09,,,-302.07,-3530.47,active,5.0,USD
SUB00224,CUST0224,2024-10-17,2024-08-17,Growth,821.79,9589.68,cancelled,0.0,CAD
SUB00225,CUST0225,2025-11-10,,,4313.92,49900.58,Active,20.0,CAD
SUB00226,CUST0226,2025-03-24,,Enterprise,4022.03,47118.01,Active,5.0,cad
SUB00227,CUST0227,2025-06-14,,Growth,664.34,8287.42,,5.0,USD
SUB00228,CUST0228,2024-05-01,,Growth,669.7,7819.67,active,,USD
SUB00229,CUST0229,2024-06-29,,Pro,1569.61,18255.68,active,0.0,Usd
SUB00230,CUST0230 ,2026-02-25,,Basic,276.6,3287.7,active,,CAD
SUB00231,CUST0231,2026-02-12,,Enterprise,3502.55,43037.57,active,0.0,usd
SUB00232,CUST0232,2025-12-23,,Growth,681.71,8325.43,active,0.0,CAD
SUB00233,CUST0233,2025-12-06,,Enterprise,4271.68,50182.3,active,0.0,USD
SUB00234,CUST0234,2025-12-01,,Growth,737.56,9174.86,paused ,15.0,USD
SUB00235,CUST0235,2024-09-04,,Growth,683.73,8209.62,Paused,5.0,CAD
SUB00236,CUST0236,2025-01-25,,Pro,1384.72,16842.01,,10.0,CAD
SUB00237,CUST0237,2024-08-31,,Growth,809.55,10017.33,active,10.0,CAD
SUB00238,CUST0238,2026-01-18,2026-11-26,Enterprise,3484.12,42097.85,cancelled,15.0,USD
SUB00239,CUST0239,2025-01-31,,Enterprise,3817.13,46823.43,active,5.0,USD
SUB00240,CUST0240,2025-04-03,,Growth,660.2,7772.06,active,0.0,usd
SUB00241,CUST0241,2024-12-04,,Basic,267.9,3200.36,active,20.0,CAD
SUB00242,CUST0242,2024-07-06,,Growth,809.97,9859.51,Paused,20.0,CAD
SUB00243,CUST0243,2025-02-11,,Basic,237.68,2733.87,paused ,,USD
SUB00244,CUST0244,2025-07-31,,Pro,1689.99,19597.17,active,20.0,CAD
SUB00245,CUST0245,2024-08-18,,Pro,1435.29,17112.68,active,20.0,USD
SUB00246,CUST0246,2025-11-23,,Basic,217.43,2514.1,active,0.0,
SUB00247,CUST0247,2024-08-31,2025-12-24,Growth,722.1,8727.74,CANCELLED,20.0,USD
SUB00248,CUST0248,2025-02-06,,Pro,1442.48,16486.93,Active,,USD
SUB00249,CUST0249,2024-06-30,,enterprise ,613.28,7467.03,Active,,CAD
SUB00250,CUST0250,2025-02-24,,Basic,287.68,3352.97,active,0.0,USD
SUB00251,CUST0251,2024-12-26,,enterprise ,724.81,9086.4,active,,
SUB00252,CUST0252,2025-10-09,,enterprise ,310.6,3845.31,Paused,0.0,USD
SUB00253,CUST0253,2025-03-15,,Basic,225.03,2576.09,Active,,Usd
SUB00254,CUST0254,2026-03-06,,Growth,838.42,10062.09,Active,0.0,US$
SUB00255,CUST0255,2025-08-11,,Growth,648.9,8106.93,Paused,0.0,CAD
SUB00256,CUST0256 ,2025-01-04,,Pro,1654.13,20013.39,Active,10.0,USD
SUB00257,CUST0257,2025-01-20,2025-01-07,Growth,646.59,7827.2,paused ,20.0,
SUB00258,CUST0258,2026-01-20,,Pro,1599.82,20147.7,,10.0,US$
SUB00259,CUST0259,2024-09-01,,Pro,1720.01,20033.06,active,0.0,CAD
SUB00260,CUST0260,2024-04-19,,Basic,274.47,3297.87,active,0.0,CAD
SUB00261,CUST0261,2024-11-10,,enterprise ,614.82,7605.96,Active,10.0,CAD
SUB00262,CUST0262,2026-01-25,,Basic,243.92,2790.47,Active,5.0,USD
SUB00263,CUST0263,2024-04-16,,Growth,768.94,9212.12,active,10.0,cad
SUB00264,CUST0264,2025-02-04,,Growth,636.05,7428.72,active,,Usd
SUB00265,CUST0265,2024-12-29,,Enterprise,4858.61,56352.61,active,0.0,US$
SUB00266,CUST0266,2025-11-19,,Pro,1426.39,16715.61,paused ,0.0,CAD
SUB00267,CUST0267,2024-05-19,,Growth,657.46,8034.67,active,5.0,USD
SUB00268,CUST0268,2024-06-27,2025-09-24,Pro,1330.81,15338.37,cancelled,5.0,CAD
SUB00269,CUST0269,2026-02-11,,Basic,296.5,3410.98,active,0.0,Usd
SUB00270,CUST0270,2024-04-19,,Pro,1681.27,20434.96,active,10.0,US$
SUB00271,CUST0271,2024-09-12,,Pro,1774.43,20576.89,Active,5.0,USD
SUB00272,CUST0272,2023-11-26,2024-09-01,Growth,818.6,10098.94,CANCELLED,,USD
SUB00273,CUST0273,2024-07-07,2025-12-09,Basic,269.84,3221.65,CANCELLED,10.0,USD
SUB00274,CUST0274,2024-12-05,,Basic,239.3,2909.84,Active,15.0,CAD
SUB00275,CUST0275,2024-09-19,,,4402.81,54540.27,active,20.0,USD
SUB00276,CUST0276,2024-11-24,2024-09-11,Basic,217.12,2712.94,active,,CAD
SUB00277,CUST0277,2024-11-15,,Pro,1854.27,22257.64,Paused,0.0,USD
SUB00278,CUST0278,2025-04-18,,Basic,285.94,3332.87,Paused,0.0,USD
SUB00279,CUST0279,2025-05-04,,Pro,1863.83,22178.45,active,0.0,USD
SUB00280,CUST0280,2024-08-29,,Basic,226.86,2784.25,Paused,15.0,usd
SUB00281,CUST0281,2025-05-08,,Basic,283.36,3289.46,active,20.0,US$
SUB00282,CUST0282,2024-07-05,,Growth,678.96,8257.45,paused ,0.0,cad
SUB00283,CUST0283,2025-11-24,,Basic,253.59,3082.65,active,20.0,CAD
SUB00284,CUST0284,2023-09-22,,Growth,691.67,8401.28,paused ,0.0,CAD
SUB00285,CUST0285,2025-10-29,2026-11-18,Growth,-691.15,-8451.21,CANCELLED,0.0,USD
SUB00286,CUST0286,2025-03-24,,Growth,713.35,8511.14,Active,0.0,USD
SUB00287,CUST0287,2025-06-08,,Growth,693.48,7963.35,Active,10.0,CAD
SUB00288,CUST0288,2025-09-09,,Growth,720.46,8389.83,Active,0.0,usd
SUB00289,CUST0289,2025-11-06,2026-03-06,Pro,1353.4,16840.02,CANCELLED,10.0,USD
SUB00290,CUST0290,2023-11-04,2025-03-30,Growth,665.1,7951.83,cancelled,,USD
SUB00291,CUST0291,2025-06-06,,Growth,855.38,9937.77,active,0.0,cad
SUB00292,CUST0292 ,2025-07-04,,enterprise ,1834.56,21755.06,active,0.0,CAD
SUB00293,CUST0293,2024-10-06,,Pro,1532.91,19245.16,,0.0,CAD
SUB00294,CUST0294,2026-03-02,,Growth,767.06,8816.86,active,5.0,Usd
SUB00295,CUST0295,2024-06-16,,Enterprise,4993.59,61994.27,Active,0.0,USD
SUB00296,CUST0296,2026-01-29,2025-11-26,Pro,1802.64,21288.97,active,0.0,
SUB00297,CUST0297,2025-12-03,,Pro,1665.07,19044.76,active,20.0,CAD
SUB00298,CUST0298,2024-05-07,,Basic,293.59,3680.62,active,15.0,CAD
SUB00299,CUST0299 ,2025-02-23,,Pro,1688.51,19685.89,Paused,,CAD
SUB00300,CUST0300,2025-07-12,,Growth,675.96,7746.39,active,20.0,usd
SUB00301,CUST0301,2024-07-12,,enterprise ,1851.22,21421.71,active,,US$
SUB00302,CUST0302,2025-09-07,,Growth,690.67,8622.21,Active,0.0,Usd
SUB00303,CUST0303,2025-07-14,,Growth,809.24,9370.4,Active,10.0,CAD
SUB00304,CUST0304,2024-04-18,,Growth,618.46,7616.36,Active,20.0,CAD
SUB00305,CUST0305,2026-02-09,,Growth,869.11,10382.34,Paused,10.0,CAD
SUB00306,CUST0306,2024-08-26,,Pro,1431.41,16319.15,,,usd
SUB00307,CUST0307,2024-11-30,,Enterprise,-3563.03,-43253.12,,0.0,CAD
SUB00308,CUST0308,2024-05-12,,Basic,236.07,2938.7,active,10.0,USD
SUB00309,CUST0309,2024-10-16,,Enterprise,4122.06,49233.56,paused ,15.0,cad
SUB00310,CUST0310 ,2025-04-18,,Enterprise,4221.63,50840.36,active,15.0,CAD
