subscription_id,customer_id,start_date,end_date,plan_name,mrr,arr,subscription_status,discount_pct,currency
SUB00058,CUST0058,2025-01-08,,Basic,310.42,3725.04,Active,0.0,CAD
SUB00060,CUST0060,2024-11-22,,Basic,287.21,3446.52,Active,5.0,USD
SUB00061,CUST0061,2024-08-21,,Pro,1873.15,22477.8,Active,0.0,USD
SUB00064,CUST0064,2026-02-20,,Pro,1479.58,17754.96,Active,20.0,CAD
SUB00065,CUST0065,2025-12-23,,Basic,311.94,3743.28,Paused,0.0,USD
SUB00066,CUST0066,2024-07-08,,Enterprise,3835.13,46021.56,Active,20.0,CAD
SUB00067,CUST0067,2024-04-22,,Growth,847.76,10173.12,Active,20.0,CAD
SUB00068,CUST0068,2025-12-15,,Pro,1664.87,19978.44,Active,0.0,USD
SUB00069,CUST0069,2024-09-10,,Pro,1468.64,17623.68,Active,10.0,USD
SUB00070,CUST0070,2025-04-15,,Unknown,267.81,3213.72,Active,0.0,USD
SUB00071,CUST0071,2026-02-18,,Enterprise,3620.82,43449.84,Unknown,5.0,CAD
SUB00072,CUST0072,2025-05-25,,Enterprise,4142.1,49705.2,Active,15.0,CAD
SUB00073,CUST0073,2025-09-28,,Growth,697.11,8365.32,Active,0.0,CAD
SUB00075,CUST0075,2025-05-01,2025-12-25,Growth,660.11,7921.32,Cancelled,0.0,USD
SUB00076,CUST0076,2025-01-30,2025-09-05,Enterprise,3491.24,41894.88,Cancelled,20.0,USD
SUB00077,CUST0077,2025-12-27,,Growth,671.1,8053.2,Active,5.0,USD
SUB00078,CUST0078,2024-07-18,,Enterprise,4829.82,57957.84,Unknown,10.0,USD
SUB00079,CUST0079,2025-12-12,,Unknown,265.47,3185.64,Unknown,10.0,CAD
SUB00080,CUST0080,2025-04-29,,Basic,252.09,3025.08,Active,0.0,USD
SUB00081,CUST0081,2024-10-19,2025-03-20,Basic,270.47,3245.64,Cancelled,10.0,Unknown
SUB00082,CUST0082,2024-07-04,,Growth,721.49,8657.88,Active,0.0,CAD
SUB00083,CUST0083,2024-05-05,2025-02-23,Enterprise,4386.29,52635.48,Cancelled,0.0,USD
SUB00084,CUST0084,2025-08-22,,Basic,260.24,3122.88,Active,15.0,CAD
SUB00085,CUST0085,2025-11-29,,Growth,605.66,7267.92,Active,15.0,USD
SUB00086,CUST0086,2026-01-26,,Growth,691.73,8300.76,Active,0.0,USD
SUB00087,CUST0087,2025-12-15,,Growth,841.06,10092.72,Active,20.0,CAD
SUB00088,CUST0088,2024-09-05,2025-09-24,Basic,271.16,3253.92,Cancelled,15.0,USD
SUB00089,CUST0089,2025-12-10,,Basic,280.35,3364.2,Active,20.0,USD
SUB00090,CUST0090,2025-01-04,,Enterprise,4076.25,48915.0,Paused,20.0,USD
SUB00091,CUST0091,2026-02-25,,Enterprise,4972.03,59664.36,Active,10.0,USD
SUB00092,CUST0092,2024-09-22,2025-12-01,Pro,1344.88,16138.56,Cancelled,0.0,CAD
SUB00093,CUST0093,2023-08-07,,Basic,232.44,2789.28,Active,0.0,CAD
SUB00094,CUST0094,2024-04-12,2025-04-21,Growth,762.6,9151.2,Cancelled,0.0,USD
SUB00095,CUST0095,2025-03-04,,Enterprise,4711.38,56536.56,Active,0.0,USD
SUB00096,CUST0096,2025-06-01,,Basic,256.68,3080.16,Active,0.0,CAD
SUB00097,CUST0097,2026-03-17,,Basic,307.74,3692.88,Active,5.0,USD
SUB00098,CUST0098,2024-10-01,2026-03-08,Growth,755.68,9068.16,Cancelled,20.0,CAD
SUB00099,CUST0099,2024-09-23,,Basic,302.78,3633.36,Active,0.0,USD
SUB00100,CUST0100,2024-08-25,2025-04-05,Growth,642.57,7710.84,Cancelled,0.0,CAD
SUB00101,CUST0101,2024-04-17,,Basic,217.2,2606.4,Active,10.0,CAD
SUB00102,CUST0102,2026-03-11,,Basic,253.58,3042.96,Active,0.0,USD
SUB00103,CUST0103,2024-10-19,,Enterprise,4948.48,59381.76,Active,10.0,USD
SUB00104,CUST0104,2023-09-19,,Growth,653.18,7838.16,Active,0.0,USD
SUB00105,CUST0105,2025-12-04,,Enterprise,4651.88,55822.56,Paused,0.0,CAD
SUB00106,CUST0106,2024-09-12,,Basic,286.47,3437.64,Active,10.0,USD
SUB00107,CUST0107,2024-08-17,,Basic,295.76,3549.12,Active,5.0,USD
SUB00108,CUST0108,2024-08-26,,Pro,1680.46,20165.52,Active,15.0,USD
SUB00109,CUST0109,2026-02-09,,Enterprise,4568.28,54819.36,Active,5.0,CAD
SUB00110,CUST0110,2024-08-01,,Basic,260.88,3130.56,Active,0.0,USD
SUB00111,CUST0111,2024-12-04,,Growth,683.2,8198.4,Paused,10.0,CAD
SUB00112,CUST0112,2024-04-24,,Growth,687.56,8250.72,Active,0.0,USD
SUB00114,CUST0114,2024-08-05,,Basic,244.37,2932.44,Active,0.0,USD
SUB00115,CUST0115,2025-09-26,,Enterprise,4234.2,50810.4,Active,0.0,USD
SUB00116,CUST0116,2024-12-15,,Growth,770.55,9246.6,Active,0.0,USD
SUB00117,CUST0117,2026-01-11,2027-01-12,Growth,650.62,7807.44,Cancelled,5.0,USD
SUB00118,CUST0118,2024-10-30,,Basic,229.68,2756.16,Active,0.0,USD
SUB00119,CUST0119,2025-05-16,,Enterprise,4781.57,57378.84,Active,15.0,USD
SUB00120,CUST0120,2024-04-24,2025-10-14,Pro,1613.75,19365.0,Cancelled,5.0,USD
SUB00121,CUST0121,2024-08-30,,Basic,235.61,2827.32,Active,15.0,CAD
SUB00122,CUST0122,2025-11-22,,Growth,661.94,7943.28,Active,0.0,USD
SUB00123,CUST0123,2025-03-14,,Basic,251.09,3013.08,Active,0.0,USD
SUB00124,CUST0124,2024-05-21,,Basic,279.67,3356.04,Active,0.0,USD
SUB00125,CUST0125,2024-10-17,,Basic,243.83,2925.96,Active,0.0,USD
SUB00126,CUST0126,2024-08-16,,Basic,287.63,3451.56,Active,5.0,CAD
SUB00127,CUST0127,2026-01-25,,Basic,302.82,3633.84,Active,0.0,USD
SUB00128,CUST0128,2024-05-23,,Basic,298.37,3580.44,Active,15.0,USD
SUB00129,CUST0129,2025-03-04,,Enterprise,3486.04,41832.48,Active,5.0,CAD
SUB00130,CUST0130,2025-04-25,,Enterprise,719.71,8636.52,Active,20.0,CAD
SUB00131,CUST0131,2025-06-21,,Growth,631.87,7582.44,Active,20.0,USD
SUB00132,CUST0132,2026-01-30,,Growth,835.71,10028.52,Active,0.0,USD
SUB00133,CUST0133,2025-07-03,,Enterprise,3702.71,44432.52,Active,5.0,CAD
SUB00134,CUST0134,2025-11-04,,Growth,624.51,7494.12,Active,10.0,USD
SUB00135,CUST0135,2025-12-23,,Basic,253.28,3039.36,Unknown,0.0,USD
SUB00136,CUST0136,2025-07-18,,Growth,858.78,10305.36,Active,0.0,USD
SUB00137,CUST0137,2025-04-24,,Pro,1308.7,15704.4,Active,0.0,USD
SUB00138,CUST0138,2025-08-05,,Pro,1579.65,18955.8,Active,20.0,USD
SUB00139,CUST0139,2024-04-11,,Growth,713.21,8558.52,Paused,0.0,USD
SUB00140,CUST0140,2025-06-07,,Basic,217.11,2605.32,Paused,15.0,CAD
SUB00141,CUST0141,2026-01-04,,Growth,691.6,8299.2,Active,10.0,USD
SUB00142,CUST0142,2024-11-18,,Growth,673.79,8085.48,Active,0.0,USD
SUB00143,CUST0143,2025-11-05,,Growth,628.36,7540.32,Active,0.0,CAD
SUB00144,CUST0144,2025-07-01,,Pro,1825.7,21908.4,Paused,0.0,USD
SUB00145,CUST0145,2025-11-16,,Growth,801.95,9623.4,Paused,20.0,CAD
SUB00146,CUST0146,2025-11-23,,Basic,258.57,3102.84,Unknown,0.0,CAD
SUB00147,CUST0147,2024-09-11,2026-01-04,Enterprise,4037.83,48453.96,Cancelled,5.0,USD
SUB00148,CUST0148,2025-01-28,2025-07-24,Pro,1817.48,21809.76,Cancelled,20.0,USD
SUB00149,CUST0149,2025-10-05,,Pro,1449.82,17397.84,Paused,0.0,USD
SUB00150,CUST0150,2025-09-21,,Basic,296.5,3558.0,Unknown,0.0,CAD
SUB00151,CUST0151,2025-02-27,,Basic,224.75,2697.0,Active,10.0,CAD
SUB00152,CUST0152,2024-10-13,,Pro,1346.2,16154.4,Active,20.0,USD
SUB00153,CUST0153,2025-06-07,2026-09-14,Basic,263.68,3164.16,Cancelled,0.0,USD
SUB00154,CUST0154,2023-11-09,,Growth,700.58,8406.96,Active,15.0,USD
SUB00155,CUST0155,2024-07-03,,Basic,295.48,3545.76,Active,5.0,USD
SUB00156,CUST0156,2025-04-03,2026-09-05,Growth,710.78,8529.36,Cancelled,15.0,CAD
SUB00157,CUST0157,2026-03-04,,Enterprise,1843.67,22124.04,Active,20.0,USD
SUB00158,CUST0158,2025-07-07,2026-06-15,Growth,810.03,9720.36,Cancelled,0.0,CAD
SUB00159,CUST0159,2025-02-27,,Pro,1316.42,15797.04,Active,0.0,CAD
SUB00160,CUST0160,2024-05-14,,Basic,267.69,3212.28,Unknown,10.0,CAD
SUB00161,CUST0161,2024-07-27,,Growth,789.9,9478.8,Active,0.0,USD
SUB00162,CUST0162,2025-09-29,,Enterprise,842.43,10109.16,Active,0.0,CAD
SUB00163,CUST0163,2025-12-14,2026-07-08,Growth,695.91,8350.92,Cancelled,0.0,USD
SUB00164,CUST0164,2024-10-30,2025-05-05,Enterprise,4174.18,50090.16,Cancelled,5.0,USD
SUB00165,CUST0165,2024-11-09,,Enterprise,842.65,10111.8,Active,0.0,USD
SUB00166,CUST0166,2025-08-15,2026-08-14,Growth,844.27,10131.24,Cancelled,15.0,USD
SUB00167,CUST0167,2025-10-27,2026-08-20,Basic,259.0,3108.0,Cancelled,0.0,CAD
SUB00168,CUST0168,2023-10-09,,Basic,247.66,2971.92,Paused,5.0,CAD
SUB00169,CUST0169,2024-10-11,,Growth,828.22,9938.64,Active,15.0,CAD
SUB00171,CUST0171,2025-05-25,,Growth,647.2,7766.4,Active,15.0,USD
SUB00172,CUST0172,2024-10-11,2025-08-26,Enterprise,1855.36,22264.32,Cancelled,15.0,CAD
SUB00174,CUST0174,2025-04-04,2026-05-23,Enterprise,4581.07,54972.84,Cancelled,5.0,USD
SUB00175,CUST0175,2024-11-12,,Basic,277.35,3328.2,Active,20.0,USD
SUB00176,CUST0176,2025-03-14,,Enterprise,3706.78,44481.36,Active,0.0,CAD
SUB00177,CUST0177,2024-11-09,,Growth,645.91,7750.92,Active,15.0,USD
SUB00178,CUST0178,2024-07-11,,Basic,264.31,3171.72,Active,0.0,CAD
SUB00179,CUST0179,2024-05-16,,Growth,796.39,9556.68,Active,0.0,CAD
SUB00180,CUST0180,2026-03-05,,Growth,822.24,9866.88,Active,0.0,Unknown
SUB00181,CUST0181,2025-10-22,,Growth,798.74,9584.88,Active,0.0,USD
SUB00182,CUST0182,2024-08-03,,Growth,664.67,7976.04,Active,10.0,USD
SUB00183,CUST0183,2025-03-02,,Basic,256.12,3073.44,Active,0.0,CAD
SUB00184,CUST0184,2024-09-19,,Pro,1507.7,18092.4,Paused,0.0,CAD
SUB00185,CUST0185,2025-04-16,2025-09-18,Pro,1282.2,15386.4,Cancelled,15.0,USD
SUB00186,CUST0186,2026-04-01,,Basic,258.26,3099.12,Paused,0.0,USD
SUB00187,CUST0187,2025-06-28,,Growth,736.38,8836.56,Active,10.0,USD
SUB00188,CUST0188,2026-03-30,2026-11-10,Growth,702.21,8426.52,Cancelled,10.0,USD
SUB00189,CUST0189,2024-11-08,,Enterprise,691.94,8303.28,Active,0.0,CAD
SUB00190,CUST0190,2024-04-19,,Pro,1854.76,22257.12,Active,5.0,CAD
SUB00191,CUST0191,2025-04-26,,Pro,1449.03,17388.36,Active,0.0,USD
SUB00192,CUST0192,2024-11-28,,Basic,303.78,3645.36,Active,5.0,USD
SUB00193,CUST0193,2024-08-18,2025-12-12,Growth,805.5,9666.0,Cancelled,0.0,CAD
SUB00194,CUST0194,2026-03-26,,Basic,270.07,3240.84,Paused,15.0,USD
SUB00195,CUST0195,2024-11-28,,Enterprise,4397.61,52771.32,Active,5.0,USD
SUB00196,CUST0196,2023-08-24,2025-02-12,Growth,699.44,8393.28,Cancelled,0.0,Unknown
SUB00197,CUST0197,2025-06-17,,Growth,653.55,7842.6,Paused,15.0,USD
SUB00198,CUST0198,2025-10-19,,Pro,1280.27,15363.24,Active,10.0,USD
SUB00199,CUST0199,2025-01-10,,Enterprise,4727.31,56727.72,Paused,20.0,USD
SUB00200,CUST0200,2024-11-05,,Enterprise,4085.83,49029.96,Active,5.0,CAD
SUB00201,CUST0201,2023-11-13,,Pro,1461.18,17534.16,Active,10.0,Unknown
SUB00202,CUST0202,2025-02-04,,Basic,250.22,3002.64,Paused,0.0,CAD
SUB00203,CUST0203,2026-03-02,,Basic,239.9,2878.8,Active,10.0,USD
SUB00204,CUST0204,2025-02-08,,Basic,241.42,2897.04,Active,20.0,CAD
SUB00205,CUST0205,2025-09-13,,Growth,637.49,7649.88,Active,0.0,USD
SUB00206,CUST0206,2025-07-05,2026-09-13,Basic,305.9,3670.8,Cancelled,0.0,CAD
SUB00207,CUST0207,2025-02-28,,Basic,284.23,3410.76,Paused,10.0,USD
SUB00208,CUST0208,2023-09-21,,Growth,618.3,7419.6,Active,0.0,CAD
SUB00209,CUST0209,2025-12-27,,Basic,234.57,2814.84,Paused,0.0,USD
SUB00210,CUST0210,2024-05-27,,Basic,298.29,3579.48,Active,15.0,USD
SUB00212,CUST0212,2024-06-23,,Pro,1551.21,18614.52,Active,0.0,CAD
SUB00213,CUST0213,2024-10-30,,Basic,289.09,3469.08,Active,20.0,USD
SUB00214,CUST0214,2024-08-30,,Growth,676.27,8115.24,Active,10.0,USD
SUB00215,CUST0215,2025-01-10,,Growth,703.98,8447.76,Active,20.0,USD
SUB00216,CUST0216,2025-02-12,,Basic,257.78,3093.36,Active,15.0,CAD
SUB00217,CUST0217,2024-06-18,,Basic,283.4,3400.8,Active,15.0,USD
SUB00218,CUST0218,2025-07-06,,Basic,238.38,2860.56,Active,5.0,USD
SUB00219,CUST0219,2025-04-05,2026-05-15,Pro,1483.32,17799.84,Cancelled,5.0,USD
SUB00220,CUST0220,2025-12-21,,Growth,598.98,7187.76,Active,15.0,CAD
SUB00221,CUST0221,2024-08-11,,Pro,1417.03,17004.36,Active,10.0,CAD
SUB00222,CUST0222,2026-03-01,2027-08-18,Enterprise,3763.62,45163.44,Cancelled,5.0,USD
SUB00225,CUST0225,2024-06-13,,Unknown,4313.92,51767.04,Active,20.0,CAD
SUB00226,CUST0226,2026-01-17,,Enterprise,4022.03,48264.36,Active,5.0,CAD
SUB00227,CUST0227,2025-12-12,,Growth,664.34,7972.08,Unknown,5.0,USD
SUB00228,CUST0228,2025-11-07,,Growth,669.7,8036.4,Active,0.0,USD
SUB00229,CUST0229,2026-02-20,,Pro,1569.61,18835.32,Active,0.0,USD
SUB00230,CUST0230,2025-05-14,,Basic,276.6,3319.2,Active,0.0,CAD
SUB00231,CUST0231,2025-11-13,,Enterprise,3502.55,42030.6,Active,0.0,USD
SUB00232,CUST0232,2024-09-28,,Growth,681.71,8180.52,Active,0.0,CAD
SUB00233,CUST0233,2024-09-09,,Enterprise,4271.68,51260.16,Active,0.0,USD
SUB00234,CUST0234,2024-11-03,,Growth,737.56,8850.72,Paused,15.0,USD
SUB00235,CUST0235,2025-03-27,,Growth,683.73,8204.76,Paused,5.0,CAD
SUB00236,CUST0236,2024-09-26,,Pro,1384.72,16616.64,Unknown,10.0,CAD
SUB00237,CUST0237,2025-12-16,,Growth,809.55,9714.6,Active,10.0,CAD
SUB00238,CUST0238,2026-01-03,2026-11-11,Enterprise,3484.12,41809.44,Cancelled,15.0,USD
SUB00239,CUST0239,2025-10-29,,Enterprise,3817.13,45805.56,Active,5.0,USD
SUB00240,CUST0240,2024-08-31,,Growth,660.2,7922.4,Active,0.0,USD
SUB00241,CUST0241,2025-12-07,,Basic,267.9,3214.8,Active,20.0,CAD
SUB00242,CUST0242,2025-09-28,,Growth,809.97,9719.64,Paused,20.0,CAD
SUB00243,CUST0243,2025-06-16,,Basic,237.68,2852.16,Paused,0.0,USD
SUB00244,CUST0244,2026-03-01,,Pro,1689.99,20279.88,Active,20.0,CAD
SUB00245,CUST0245,2026-03-14,,Pro,1435.29,17223.48,Active,20.0,USD
SUB00246,CUST0246,2024-07-05,,Basic,217.43,2609.16,Active,0.0,Unknown
SUB00247,CUST0247,2025-10-07,2027-01-30,Growth,722.1,8665.2,Cancelled,20.0,USD
SUB00248,CUST0248,2024-08-05,,Pro,1442.48,17309.76,Active,0.0,USD
SUB00249,CUST0249,2024-11-20,,Enterprise,613.28,7359.36,Active,0.0,CAD
SUB00250,CUST0250,2025-08-09,,Basic,287.68,3452.16,Active,0.0,USD
SUB00251,CUST0251,2026-01-21,,Enterprise,724.81,8697.72,Active,0.0,Unknown
SUB00252,CUST0252,2025-01-11,,Enterprise,310.6,3727.2,Paused,0.0,USD
SUB00253,CUST0253,2025-07-26,,Basic,225.03,2700.36,Active,0.0,USD
SUB00254,CUST0254,2025-12-07,,Growth,838.42,10061.04,Active,0.0,USD
SUB00255,CUST0255,2024-12-28,,Growth,648.9,7786.8,Paused,0.0,CAD
SUB00256,CUST0256,2025-06-10,,Pro,1654.13,19849.56,Active,10.0,USD
SUB00258,CUST0258,2025-12-30,,Pro,1599.82,19197.84,Unknown,10.0,USD
SUB00259,CUST0259,2024-11-20,,Pro,1720.01,20640.12,Active,0.0,CAD
SUB00260,CUST0260,2025-09-20,,Basic,274.47,3293.64,Active,0.0,CAD
SUB00261,CUST0261,2025-05-22,,Enterprise,614.82,7377.84,Active,10.0,CAD
SUB00262,CUST0262,2025-12-12,,Basic,243.92,2927.04,Active,5.0,USD
SUB00263,CUST0263,2024-09-10,,Growth,768.94,9227.28,Active,10.0,CAD
SUB00264,CUST0264,2026-04-06,,Growth,636.05,7632.6,Active,0.0,USD
SUB00265,CUST0265,2024-10-13,,Enterprise,4858.61,58303.32,Active,0.0,USD
SUB00266,CUST0266,2025-06-20,,Pro,1426.39,17116.68,Paused,0.0,CAD
SUB00267,CUST0267,2024-10-26,,Growth,657.46,7889.52,Active,5.0,USD
SUB00268,CUST0268,2024-04-28,2025-07-26,Pro,1330.81,15969.72,Cancelled,5.0,CAD
SUB00269,CUST0269,2025-09-09,,Basic,296.5,3558.0,Active,0.0,USD
SUB00270,CUST0270,2025-02-16,,Pro,1681.27,20175.24,Active,10.0,USD
SUB00271,CUST0271,2025-09-07,,Pro,1774.43,21293.16,Active,5.0,USD
SUB00272,CUST0272,2023-11-26,2024-09-01,Growth,818.6,9823.2,Cancelled,0.0,USD
SUB00273,CUST0273,2025-04-12,2026-09-14,Basic,269.84,3238.08,Cancelled,10.0,USD
SUB00274,CUST0274,2025-03-12,,Basic,239.3,2871.6,Active,15.0,CAD
SUB00275,CUST0275,2025-06-29,,Unknown,4402.81,52833.72,Active,20.0,USD
SUB00277,CUST0277,2025-05-03,,Pro,1854.27,22251.24,Paused,0.0,USD
SUB00278,CUST0278,2024-09-22,,Basic,285.94,3431.28,Paused,0.0,USD
SUB00279,CUST0279,2025-12-16,,Pro,1863.83,22365.96,Active,0.0,USD
SUB00280,CUST0280,2025-07-04,,Basic,226.86,2722.32,Paused,15.0,USD
SUB00281,CUST0281,2024-11-02,,Basic,283.36,3400.32,Active,20.0,USD
SUB00282,CUST0282,2024-06-09,,Growth,678.96,8147.52,Paused,0.0,CAD
SUB00283,CUST0283,2025-10-30,,Basic,253.59,3043.08,Active,20.0,CAD
SUB00284,CUST0284,2023-09-22,,Growth,691.67,8300.04,Paused,0.0,CAD
SUB00286,CUST0286,2025-03-03,,Growth,713.35,8560.2,Active,0.0,USD
SUB00287,CUST0287,2025-05-15,,Growth,693.48,8321.76,Active,10.0,CAD
SUB00288,CUST0288,2025-11-08,,Growth,720.46,8645.52,Active,0.0,USD
SUB00289,CUST0289,2024-10-11,2025-02-08,Pro,1353.4,16240.8,Cancelled,10.0,USD
SUB00290,CUST0290,2023-11-04,2025-03-30,Growth,665.1,7981.2,Cancelled,0.0,USD
SUB00291,CUST0291,2025-06-23,,Growth,855.38,10264.56,Active,0.0,CAD
SUB00292,CUST0292,2024-09-23,,Enterprise,1834.56,22014.72,Active,0.0,CAD
SUB00293,CUST0293,2025-10-11,,Pro,1532.91,18394.92,Unknown,0.0,CAD
SUB00294,CUST0294,2025-11-04,,Growth,767.06,9204.72,Active,5.0,USD
SUB00295,CUST0295,2025-05-27,,Enterprise,4993.59,59923.08,Active,0.0,USD
SUB00297,CUST0297,2025-02-17,,Pro,1665.07,19980.84,Active,20.0,CAD
SUB00298,CUST0298,2024-07-23,,Basic,293.59,3523.08,Active,15.0,CAD
SUB00299,CUST0299,2025-11-12,,Pro,1688.51,20262.12,Paused,0.0,CAD
SUB00300,CUST0300,2025-04-23,,Growth,675.96,8111.52,Active,20.0,USD
SUB00301,CUST0301,2024-11-01,,Enterprise,1851.22,22214.64,Active,0.0,USD
SUB00302,CUST0302,2024-05-03,,Growth,690.67,8288.04,Active,0.0,USD
SUB00303,CUST0303,2024-07-21,,Growth,809.24,9710.88,Active,10.0,CAD
SUB00304,CUST0304,2024-08-26,,Growth,618.46,7421.52,Active,20.0,CAD
SUB00305,CUST0305,2025-08-18,,Growth,869.11,10429.32,Paused,10.0,CAD
SUB00306,CUST0306,2024-08-06,,Pro,1431.41,17176.92,Unknown,0.0,USD
SUB00308,CUST0308,2025-01-22,,Basic,236.07,2832.84,Active,10.0,USD
SUB00309,CUST0309,2026-02-21,,Enterprise,4122.06,49464.72,Paused,15.0,CAD
SUB00310,CUST0310,2025-08-14,,Enterprise,4221.63,50659.56,Active,15.0,CAD
SUB00311,CUST0311,2024-07-24,,Growth,689.81,8277.72,Active,5.0,USD
SUB00312,CUST0312,2025-12-06,,Enterprise,1637.74,19652.88,Unknown,0.0,USD
SUB00313,CUST0313,2026-02-19,,Growth,720.26,8643.12,Paused,5.0,USD
SUB00314,CUST0314,2024-04-25,,Pro,1854.31,22251.72,Active,0.0,USD
SUB00315,CUST0315,2026-02-03,,Pro,1673.42,20081.04,Active,15.0,CAD
SUB00316,CUST0316,2024-10-16,,Growth,609.64,7315.68,Paused,5.0,CAD
SUB00317,CUST0317,2025-04-23,,Pro,1350.98,16211.76,Active,20.0,CAD
SUB00318,CUST0318,2025-11-23,2026-10-16,Enterprise,3914.45,46973.4,Cancelled,20.0,CAD
SUB00319,CUST0319,2024-07-29,,Growth,609.57,7314.84,Unknown,10.0,CAD
SUB00320,CUST0320,2025-10-18,,Pro,1344.09,16129.08,Active,10.0,USD
